,,Beef,"Bread, middling",Corn,Flour,Gunpowder,Molasses,Pitch,Pork,Rice,"Salt, coarse","Salt, fine","Rum, West Indian","Staves, barrel","Staves, hogshead","Staves, pipe","Sugar, muscavado",Tar,Turpentine,Wheat,"Wine, Madeira"
m,y,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per hundredweight,Pounds per barrel,Shillings per gallon,Shillings per barrel,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Shillings per bushel,Shillings per gallon,Shillings per thousand,Pounds per thousand,Pounds per thousand,Shillings per hundredweight,Shillings per barrel,Shillings per hundredweight,Shillings per bushel,Pounds per pipe
12,1736,36,11,1.67,11,10,1.83,12,45,18,1.33,2,2.5,36,2.25,5,30,9,4.5,3.5,22
1,1737,36,11,1.67,11,10,1.83,12,45,18,1.33,2,2.5,36,2.25,5,30,9,4.5,3.5,22
2,1737,35,14.5,1.83,10.5,10,1.75,10,50,18,1,2.5,2.67,45,3,5,31.5,8,4.5,3.5,22
3,1737,35,14.5,1.83,11,10,1.75,10,50,18,1,2.5,2.67,40,3,5,31.5,8,4.5,3.17,22
4,1737,30,13,1.5,10.38,9,1.54,7.5,47.5,15,1.08,2,2.46,45,3.25,4.5,28.5,7,4,3.25,20
5,1737,35,14.5,2,10,9,1.5,10,45,16,1,2,2.21,40,3,5,30,8,4,3.33,21
6,1737,36.67,15,1.97,11.17,9.67,1.53,12.67,43.33,16.33,1.22,2.33,2.36,41,3,5.25,32.17,10.33,4.33,3.97,20.17
7,1737,35,17,2.42,13,9.5,1.46,12,52.5,18,1.33,2.5,2.46,42.5,3.25,5.55,33.5,10,4.69,4.5,20
8,1737,42.5,17,2.53,14.17,10,1.49,11,60,18,1.47,2.25,2.67,37.33,2.58,5.67,38,8.33,3.67,4.39,21.33
9,1737,30,16,2.5,11.5,9,1.5,12,60,18,1,2,2.88,45,3.5,6.5,40,10,5,4.25,18
10,1737,32.5,16,2.5,12,9,1.58,12,62.5,18,1.25,2,2.92,48.5,4,6.25,42.5,10,5,4.25,20
11,1737,40,17,2.25,12.75,9,1.58,11,67.5,18,1.5,2.25,2.96,62,4,6.25,45,8,4.13,4.25,22
12,1737,45,17,2,13,10,1.5,10,70,18,1.5,2.5,3,62,3.5,6.5,45,6,3.25,4.25,22
1,1738,37.5,17,2.25,12.5,9,1.58,12,65,19,1.5,2.33,2.83,51,3.38,5.75,47.5,9,3.63,4.17,22
2,1738,37.5,17,2.25,12.5,9,1.58,12,65,19,1.5,2.33,2.83,51,3.38,5.75,47.5,9,3.63,4.17,22
3,1738,30,17,2.5,12,8,1.67,14,60,20,1.5,2.17,2.67,40,3.25,5,50,12,4,4.08,22
4,1738,40,17,2.5,12,8,1.67,12,55,20,1.33,2.17,2.17,40,3.25,5,40,10,4,3.83,22
5,1738,40,17,2.46,12,8,1.67,11,52.5,21,1.17,2.08,2.13,40,3.25,4.5,35,9,4.25,3.79,22
6,1738,40,17,2.46,11.75,9,1.58,10,55,22,1.25,2,2.08,40,2.88,4.75,34,7.5,3.63,3.75,22
7,1738,40,17,2.33,12,8,1.67,12,55,22,1,1.75,2.08,45,3.5,6,35,8,4,3.75,22
8,1738,35,17,2.17,11.13,8,1.5,11,50,22,1.25,1.5,2.08,50,3.5,5.5,35,8,4,3.33,22
9,1738,35,17,1.75,10.5,8,1.5,10,62.5,20,1.5,2.5,2.17,53.75,3.55,5.75,35,7.25,4.5,2.54,22
10,1738,35,16,1.5,9,8,1.5,10,65,20,1.33,2.5,2.08,60,4,6,35,8,4,2.5,22
11,1738,35,16,1.5,9,8,1.58,10,65,21,1.42,2.5,2.13,50,3.5,5.5,36.25,7.75,4,3.04,22
12,1738,35,16,1.5,9.5,8,1.67,12,65,22,1.5,2.5,2.17,50,3.5,5.5,37.5,8,4,2.83,22
1,1739,35,15,1.5,8.5,8,1.67,10,60,20,1,2.5,2.08,40,3.25,5.5,38,8,4,3,22
2,1739,35,15,1.5,8.38,8,1.67,11,60,20,1.08,2.75,2.08,42.5,3.44,5.5,36.5,8.5,4,3.08,22
3,1739,35,12.75,1.5,7.88,7.5,1.5,11,52.5,20,1,2.42,2.13,45,3.5,5.5,36.5,9.5,3.75,2.92,22
4,1739,35,12.5,1.25,7.67,8,1.5,12,55,18,1,2,2.08,45,3,5.25,38,10,4,2.67,22
5,1739,35,12.5,1.29,7.5,8,1.5,12,53.5,16,1,1.67,2.04,45,3.05,5.75,38,10,4.25,2.67,22
6,1739,35,13.38,1.33,7.31,7.5,1.46,11,55,16,1,1.5,2.13,45,3.13,5.5,38,9,4.5,2.63,22
7,1739,35,12.5,1.58,8,9,1.5,10,60,16,1.17,2.17,2.08,45,3.13,5.5,38,8,3.5,2.58,22
8,1739,35,12.5,1.25,8.25,8,1.5,12,55,14,1,1.67,2.25,47.5,3.25,5.5,36,10,5,2.75,22
9,1739,36.5,12.5,1.42,8.25,8.5,1.83,12,55,15.5,1.67,2.25,2.75,45,3.07,5.38,40,10,5,2.75,22
10,1739,35,12.5,1.5,8.5,10,1.83,12,55,17,1.67,2.5,2.83,45,3.38,5.75,40,10,5,3.17,22
11,1739,32.5,12.5,1.33,7.88,10,1.67,12,50,16.5,1.67,2.5,2.79,45,3.31,5.88,39,10,5,2.75,21
12,1739,35,12.5,1.5,8.25,9.5,1.5,12,47.5,16,1.58,2,2.71,45,3.13,6,39,10,5,2.83,20
1,1740,35,12.5,1.5,7.25,9,1.5,12,45,16,1.5,2,2.75,45,3.13,5.5,40,10,5,2.92,20
2,1740,30,12.5,1.5,7.5,9,1.67,12,50,16,1.5,2.33,2.67,48,3.5,6.5,40,10,4,3.08,20
3,1740,35,12.5,1.42,7.5,8.5,1.67,14,50,14,1.33,2,2.67,40,3.13,5.5,37.5,10,4.5,2.92,20
4,1740,32.5,12.5,1.25,7.5,10,1.67,13,40,14,1.17,2,2.42,40,3.13,5.5,36.5,10,5,2.94,20
5,1740,35,12.5,1.33,7.25,9,1.58,14,40,14,1.33,1.67,2.33,38,2.5,5.5,35,10,4,2.92,21
6,1740,35,12.5,1.29,7.25,9,1.67,15,40,13,1.33,1.67,2.42,38.5,2.5,5.25,36.5,11.5,5,2.83,21
7,1740,35,13,1.38,7.75,9,1.63,14.5,42.5,11,1.42,2,2.33,39,3.19,5.5,39,11,5.5,2.96,20
8,1740,40,14,1.67,10,9,1.67,14,50,11,2,3,2.33,40,3.5,5.5,38,10,9,3.5,20
9,1740,45,15,1.67,10.5,9,1.67,18,50,11,2.05,3,2.33,38,3.5,5.5,38,12,10,3.5,20
10,1740,40,15.5,1.67,10.25,12,1.67,12,50,11,2,3,2.67,36,3.75,5,38,10,8,3.67,20
11,1740,35,15.25,1.83,10.4,12,1.67,15,55,11,2,2.25,2.71,35.5,4,5.25,38,12,8.5,3.75,20
12,1740,30,15,1.5,11.5,12,1.67,18,40,11,2,1.5,2.75,35,4.25,5.5,38,14,9,4,20
1,1741,30,17,1.5,12,12,1.92,18,40,12.5,2,1.7,2.75,35,4.25,5.5,37.5,14,9,4.08,20
2,1741,35,18,2.13,13,11,1.92,17,45,12.5,2,2,2.58,35.5,4.5,5.5,37.5,14.5,8.5,4.5,20
3,1741,40,18,2.75,13,10,2,16,50,14,2,2.5,2.67,36,4.75,5.5,34,15,8,4.58,20
4,1741,32.5,18,2.63,13.25,10,1.92,15.5,55,13,2,2,2.5,36,4.75,5.5,37.5,15,6.25,4.79,20
5,1741,45,20,2.25,13.5,12,1.67,20,48,16,2,1.5,2.67,40,3.75,5,39,16,6,4.5,24
6,1741,45,22.5,3.25,15.25,12.5,1.5,17,50,16,2.63,2,2.71,52.5,4.5,6,40,14,6.5,5.25,22
7,1741,45,22,3.25,15,14,1.67,18,50,18,2.5,2,2.75,60,4.5,6.5,35,14,7,4.5,23
8,1741,45,22,3.29,15,14,1.67,18,52.5,20,2.75,2.33,3,60,4.63,6.5,35,14,6.5,4.5,22
9,1741,45,20,3.25,14,14,1.83,17,55,20,2.5,2.17,3.25,65,4.25,6.5,35,14,7,4.5,22.5
10,1741,45,18,2.75,13,14,1.83,18,50,20,2.58,2.42,3.17,52.5,4.63,6.25,36.25,13.5,7,3.71,22.5
11,1741,40,19,2.88,14.13,12.25,1.92,18,50,19,3.21,2.67,3.63,57.5,5,6.75,35,12,6.5,4.75,23
12,1741,40,20.5,3,12.75,12,2,18,52.5,18,3.5,3,3.83,60,4.5,7.5,35,13,7,4,23
1,1742,32.25,20,2.88,13.75,12,2.33,15,48.75,16,3.25,2.83,3.83,52.5,3.88,7.25,37.5,14,7,4.42,22.5
2,1742,35,18,3,13.58,13,2.33,18,50,18,3.5,3,3.5,55,4.75,7.5,35,14,7,4.25,23.5
3,1742,35,17,3,13.29,12.5,2.25,17.5,48.75,18,3.5,3,3.42,55,4.63,7.63,35,13,6.5,4.21,23.75
4,1742,35,15,2.75,11,12,2.25,17.5,48.75,18,3.75,2.75,3.75,50,3.38,7.5,35,13,7,3.33,23.5
5,1742,35,15,2.58,10.25,11.5,2.17,17,47.5,18,3.5,3,3.63,40,3.44,7,35,12,8,3.5,24
6,1742,37.5,15.5,2.5,9.75,10.25,2.33,17,53.75,18,3,2.58,3.54,40,3.25,7.25,35,12,9,3.71,23.75
7,1742,42.5,16.5,3,11.38,9.5,2.29,16.5,60,14,2.42,2.5,3.67,45,3.38,7.5,43.75,11,5.75,3.42,24.5
8,1742,40,15,3,9.75,9.5,2.33,15,62.5,14.5,2.5,2.5,3.67,46.25,3,7.63,47.5,12,6,3.25,24.5
9,1742,36.5,15,3,10,9.5,2.25,15,55,14.5,2.42,2.5,3.67,45,3.38,7.56,50,13.5,6,3.5,24.5
10,1742,38,15,2.17,10,9.5,2.25,16,60,15,2.33,2.5,3.67,50,3.75,7.75,47.5,14,6.5,3.25,26
11,1742,35.25,15,2.33,10.13,9.75,2.21,15,60,16,2.25,2.5,3.67,50,3.95,8,42.5,12,6,3.25,24
12,1742,37.5,14.5,2.08,8.88,10,2.33,15,55,14,2.33,2.33,3.67,45,3.38,6.5,47.5,12.5,5,2.88,27.75
1,1743,36,15.5,2.17,9,10,2.33,16,57.5,14,2.33,2.42,3.67,40,3.38,5.13,42.5,12.25,4.75,3.08,29
2,1743,36,15,2.08,8.75,10.25,2.17,15.5,57.5,14.5,2.25,2.33,3.63,41,3.63,5.25,42.5,12.5,4.75,3.17,29
3,1743,35,14.25,1.67,8.25,10,2.08,16,50,14,2.33,2.33,3.33,40,3.25,5.25,37.5,12,4.5,2.88,29
4,1743,35,14,1.67,7.81,10,2,14,53.5,11.5,2.17,2.42,3.25,37.5,3.13,5.25,37.5,8,4,2.63,26.5
5,1743,52.5,13.67,2.25,8,10,1.83,14,72.5,11.25,1.83,2.33,3.13,39,3.13,5.13,35,10,4,2.58,26.25
6,1743,57.5,14,2.25,8.08,10,1.83,14.5,77.5,11.25,2,2.33,2.83,39,3.13,5.38,32.75,10,3.75,2.78,26.25
7,1743,60,14,2.46,8.42,10,1.83,12,80,10.5,2,2.33,2.79,38.75,3.19,5.38,35.25,9.5,3,2.92,25.5
8,1743,60,15,2.75,9,10,1.58,13,80,11,2,2.25,2.75,40,3.38,5.25,38.5,10,3,2.88,25.5
9,1743,50,14,2.5,9.75,10,1.5,14,80,11,1.5,1.5,2.83,40,3.5,5.5,37.5,10,3.5,2.75,26
10,1743,40,14.25,2.58,9.5,10,1.83,14,73.75,11.5,1.67,2,3.25,45,3.63,5.5,37.5,10,4,2.83,25
11,1743,37.5,14,1.75,9,10,1.75,14,67.5,11.5,1.5,2,3.25,45,3.31,5.5,43.25,10,4,3,26.5
12,1743,37.5,14,1.5,8.75,9,1.75,14,72.5,11.5,1.67,2.17,3.25,45,3,5.5,47.5,10.5,4,2.63,34
1,1744,35,14.5,1.5,9,9,1.75,14,65,11.5,1.67,2,3.25,40,3,5.5,47.5,11,4,2.5,40
2,1744,35,14,1.5,8.5,9,1.67,14,65,11,1.67,2.17,3.17,40,3.25,5.5,50,10,4,2.67,32.5
3,1744,35,14.5,1.5,8.25,9.5,1.67,14,65,11.5,1.67,2,3.17,40,3.25,5.5,55,10,4,2.67,25
4,1744,40,14,1.5,7.5,9.5,1.67,14,60,10.5,1.67,2,2.92,40,3,5,55,10,4,2.5,25
5,1744,40,12.75,1.67,7.25,9.5,1.67,14,58.75,10,1.58,1.5,2.96,40,2.75,4.75,48.75,9,3.5,2.29,25.25
6,1744,50,12.75,1.48,6.75,13.75,1.92,13.5,55,10.25,2.25,2.33,3.29,40,2.38,4.44,55,9.5,3.25,2.5,28.25
7,1744,55,13,2,8,12.5,1.83,14,60,11.5,2.17,2.33,3.25,40,2.5,4.5,57.5,10,3.5,2.5,29
8,1744,53.33,13,1.47,7.5,17.33,1.67,13.33,60,10.83,2.17,2.39,3.22,40,2.83,4.67,50,10.67,3.67,2.36,26.83
9,1744,50,13,1.5,7.5,20,1.67,14,61.25,11,2.25,2.5,3,40,3.25,5.5,45,12.25,3.5,2.33,25
10,1744,40,13,1.42,7.75,20,1.67,14,65,11.5,2.5,2.5,3.25,40,3.25,7.5,45,12,3.5,2.42,26.5
11,1744,35,12.83,1.42,7.17,20,2.08,14,63.33,11.33,2.5,2.5,3.36,40,3.08,6.42,43.33,12.67,3.5,2.67,25.83
12,1744,35,12.5,1.42,7,20,2.33,14,47.5,11.5,2.5,2.5,3.5,40,3,5.5,47.5,14,3.5,2.5,25
1,1745,35,12.5,1.42,7.25,20,2.33,14,46.25,11.5,2.5,2.5,3.75,37.5,2.88,5.5,45,12.5,4,2.38,25.5
2,1745,35,12.5,1.42,7,20,2.33,14,45,11.5,2.75,2.75,3.67,35,2.25,5.25,42.5,14,4.5,2.33,26
3,1745,35,12.25,1.42,7,11.25,2.33,14,45,11.25,2.5,2.58,3.5,35,3.13,5.13,42.5,13.5,4.5,2.33,26.75
4,1745,35,12.5,1.42,7,10,2.25,14,43.75,9.5,2.5,2.58,3.38,35,2.88,4.88,42.5,11,4.25,2.33,27
5,1745,35,12.5,1.42,7,10,2.08,14,42.5,7.5,2.5,2.5,3,32.5,2.75,4.5,42.5,9,4,2.33,27.5
6,1745,37.5,13.25,1.63,7.88,10,2.33,12,48.75,8,2.58,2.63,3.04,37.5,2.88,4.75,40,8.5,4,2.67,28
7,1745,37.5,13.75,1.71,9,10.5,2.38,12,55,8,2.5,2.5,3.13,40,2.88,5,42.5,9,4,2.75,28.5
8,1745,40,13.5,2,9.25,12,2.33,12,67.5,10,2.5,2.5,3.17,40,3,5,42.5,9,4,2.67,29.5
9,1745,45,14,2,9,12,2.33,16,75,10,2.67,2.5,3.17,45,3,5,42.5,9,4,3,28
10,1745,37.5,13.5,2.17,8.75,11.5,2.42,14,62.5,10.75,2.92,2.5,3.04,50,3.25,4.5,43.75,9,4.25,2.88,27.75
11,1745,35,13.5,2,9,10.75,2.42,14,55,11,2.83,2.5,3.08,50,3.25,5,47.5,10,4.5,2.83,28
12,1745,35,13,1.67,8,12,2.5,12,50,11,2.75,2.67,3.08,40,3,5,42.5,10,4,2.67,27.5
1,1746,36.25,13,1.5,8,12,2.67,12,45,7.5,2.75,2.5,3.25,40,3.5,5,50,10,14,2.5,22
2,1746,36.25,14,2,8,12,2.58,11,45,7.5,2.83,2.5,3.17,40,4,5,47.5,10,12,2.5,20
3,1746,36.25,14,1.67,8,12,2.58,12,50,7.5,2.83,2.75,3.08,40,4,5,50,10,14,2.58,20
4,1746,40,14,1.5,7.5,12,2.58,12,55,7.25,3,3,3.08,40,3.83,5,50,10,14,2.67,20
5,1746,40,14,1.58,8,12,2.5,12,56.25,7,3,3,2.96,40,3,5,45,9,14,2.75,22
6,1746,45,14.25,1.83,8.25,12,2.42,12,56.25,7,3.33,2.83,3,38.75,3,5,45,8.5,14,2.96,25
7,1746,45,15.17,2.17,10.42,12,2.42,10,62.5,7,3,3.17,3,40,3.9,5.08,45,8,14,3.22,25
8,1746,50,15.75,2.42,11,12,2.38,10,62.5,6.5,3,3.5,2.96,42.5,5.38,5.5,44.5,8.5,14,3.21,23.75
9,1746,47.5,16.5,1.83,10.25,11,2.43,11.67,55.5,6.25,3,3.08,2.89,43.33,5.13,5.42,45.33,10,14,3.08,22.5
10,1746,39.75,16.67,1.75,10.19,11,2.5,11.33,55,6.17,3.88,3.67,2.91,38,4.5,5.5,46,8.33,14,2.92,24.5
11,1746,40,16,1.88,10,11,2.46,11.5,52.5,7,5.5,5.5,2.92,42.5,4.25,5.38,47.5,8.5,14,3,25
12,1746,37.5,16,1.67,9.25,11,2.5,11.5,50,7.25,9,9.5,3.08,42.5,4.5,5.13,50,8.5,14,3,25
1,1747,37.5,16,1.67,9.25,11,2.5,11.5,50,7.25,9,9.5,3.08,42.5,4.5,5.13,50,8.5,14,3,25
2,1747,37.5,16,2,9,10,2.5,12,55,7.5,3,3.38,3.5,45,5,5.5,52.5,9,14,3,22
3,1747,37.5,16,2,9,10,2.5,12,55,7.5,3,3.38,3.5,45,5,5.5,48.5,8,14,3,22
4,1747,37.5,16,1.89,9,9,2.44,12.67,57.5,10,2.67,3.38,4.42,42.5,3.92,5.67,51.67,9,14,3.03,24
5,1747,38.75,16,2,9.13,9,2.71,12,57.5,10,2.58,3.25,5,42.5,3.63,5,56.25,8,16,3,25
6,1747,40,17,2.17,9.57,9,2.65,14,55,13.5,2.5,2.88,5,50,4.75,5.5,58.75,9.5,15,3.25,25
7,1747,44.5,17.25,2.25,10.33,9,2.67,13.67,59.38,13,2.88,3.17,4.69,61.67,5.25,7,54.17,9.33,11.67,3.39,25
8,1747,45,15.5,1.88,10.88,8.5,2.67,14,62.5,13.2,4,3.75,4.58,55,5.92,7.5,56.25,12,15,3.52,25
9,1747,45,17,2,10.5,9.5,2.67,14,60,13.4,4,4,4.67,70,7,9,57.5,12.5,16,3.5,25
10,1747,42.5,17,1.83,11.6,9.75,2.82,14.4,60,13.6,3.31,3.33,4.94,68.75,7.33,9,58.33,12.75,16,3.67,25
11,1747,40.83,17,1.7,11.5,9,2.67,14,60,13.8,3,3,5,74.38,5.9,9.2,57.5,12.5,16,3.65,25
12,1747,40,17,1.67,10.38,9,2.71,14,60,14,3,3,5.13,75,5,8.88,58.75,12.5,16,3.5,25
1,1748,42.5,17,1.5,12,8.5,3,14,60,14,3,2.75,6,60,4.75,9,57.5,12,14,3.75,25
2,1748,42.5,16.67,1.56,11.83,8.5,2.97,14,60,14,3,2.78,6,61.67,4.75,8.92,56.67,11.33,14.67,3.75,25
3,1748,42.5,17,1.78,11.5,8,2.89,14.67,57.5,18,3,3,5.5,68.33,5.25,8.92,57.5,10.67,15.33,4.08,25
4,1748,45,17,2.17,11.75,10,3,16,57.5,16,3.13,3,5,45,5.25,9,55,14,16,4.25,25
5,1748,45,17,2.17,11.75,10,2.94,16,57.5,16,3.09,3,5,52.5,5.33,9,55,14,16,4.25,25
6,1748,47.5,17,2.33,12.06,9.5,3.17,14.5,60,16,3.15,3.17,4,60,5.5,9,51.25,10,17,4.25,26.25
7,1748,50,15.83,2.44,16,9,3.11,16,70,16,3.08,3.25,3.89,60,5.5,9,51.67,10,16,5,26
8,1748,50,17,2.46,15.63,9,3,16,70,16,3.5,3.25,3.38,60,5.5,9,50,10,16,5.25,26
9,1748,42.75,21,3,20.75,9.5,2.25,14,60,16,3.33,3.13,3.07,60,4.83,9,45,10,15,6.29,25
10,1748,42.5,26,3,20,9.5,2.33,14,60,16,3.33,3.17,3.83,60,5,9.5,45,10,16,6.33,25
11,1748,41.25,26.5,2.64,21,9,2.5,14,60,16,3.28,3.17,4.25,78.5,6,9,50,10,17,6.58,27
12,1748,40,28,2.33,20.67,9,2.72,14,60,16,3.11,3.11,5.67,66.67,4.67,9,45,10.67,17.33,6.72,27
1,1749,40,28,2.33,20,9,2.88,14,61.25,16,3,3.33,5.63,50,5,9,45,12,16,7,27
2,1749,42,27.5,2.75,21,9.5,2.5,18,60,17.5,3,3,4,60,5,9,45,10,20,7.5,27
3,1749,40,30,2.5,20,9.5,2.5,18,60,19,2.75,3,3.5,60,5,9,45,10,14,6.67,30
4,1749,37.5,30,2.75,20,9.5,2.25,14,60,18,2.5,2.75,2.83,80,5.5,10,41.5,10,16,7.08,30
5,1749,40,27.67,2.83,17.38,9.75,2.17,15.33,60,18,2.17,2.5,3.17,80,5.75,10.75,41.67,10,16.67,6.28,30
6,1749,40,25.83,2.25,14.08,9.6,2.07,15.6,60,19.2,2,2,3.2,64,4.4,9.58,43,10.6,18.4,4.92,30
7,1749,40,25.6,3.06,14.25,9.5,2,16,60,20,2,2,3.52,61.5,4.55,9,45,11,18,4.88,30
8,1749,37,25.2,2.48,14,9.5,1.81,16,60,20,1.65,2,3.69,63,5,9.4,45,10.5,18,4.2,31.2
9,1749,35,24.25,2.75,15,11.13,1.75,14,60,20,1.73,2,3.67,67,5.08,9.69,45,10.33,17.33,4.36,28.63
10,1749,35,23,2.67,14,10.25,1.67,14,60,20,1.67,2,3.73,80,5.75,10,48.25,10,16,4.55,27
11,1749,31.25,22.5,2.58,14.58,9.5,1.67,14,60.63,20,1.67,2.5,4.35,80,6,10.06,57.5,10,17,5.06,27
12,1749,30,26,2.61,14.75,10,1.67,16,60,20,2,3,4,80,6,9.75,60,11.5,18,5.47,27.38
1,1750,30,26,2.67,14,10,1.67,18,60,20,2,3,4,80,6,11,60,12,18,5,27
2,1750,35,25,2.5,14,10,1.67,18,60,20,1.83,2,3.33,80,6.88,11,50,13,18,4.56,29.25
3,1750,36,24,2.5,11.88,9.5,1.67,18.67,60,20,1.8,2.33,3.08,70,6.63,10.9,46.25,13.67,17.33,4.57,30
4,1750,35,23.33,2.33,11.08,9.33,1.67,24.75,62.83,20,1.58,1.83,3.08,56.67,4.5,9,50,18,25,4.17,30.67
5,1750,35,23,2.42,11.17,9,1.5,24,65,20,1.17,1.5,3.13,42,5,8.25,50,14,24,4.08,30
6,1750,38.75,22.5,2.42,12.17,9,1.58,18,65,20,1.42,1.67,3.5,65,5.94,9,52.5,12,18,4.25,30
7,1750,42.5,21.5,2.71,15.29,9,1.58,19,66.25,22,1.38,1.67,3.46,72.5,6,8.5,50,12,20,4.83,30
8,1750,43.33,24.5,2.46,13,8.33,1.58,18.33,70.83,22,1.11,1.25,3.44,71.67,6,8,50,12,18.67,4.38,30
9,1750,42.5,24,2.5,14.08,8.5,1.83,17.5,71.25,22,1.08,1.25,3.5,80,6,8,50,12,19,4.33,30
10,1750,40,24,3,13.5,9,1.67,18,60,21.25,1.17,1.25,3.75,72.5,6.75,8,55,12,20,4.67,30
11,1750,40,24,2.75,14.08,9,1.83,14.67,64.17,20.5,1.17,1.26,3.72,75,6.5,8,55,12,18,4.8,30
12,1750,40,24,2.5,13,8,2,18,62.5,19.75,1.17,1.27,3.58,55,5.5,7,55,12,18,4.5,30
1,1751,40,24,2.5,12,8,2,18,62.5,19,1.17,1.28,3.58,55,5.5,7,55,12,18,4.5,30
2,1751,45,18,2.67,12.5,8,2,18,65,18.25,1.17,1.29,4.5,50,5,7,52.5,12,20,4.17,30
3,1751,47.5,18,2.67,13,8,2,18,65,17.5,1.17,1.29,4.5,50,5,7,52.5,12,20,4.17,30
4,1751,48.33,23.33,3,11.25,8,1.89,23.33,66.67,16.75,1.17,1.33,3.33,50,4.5,7,47.5,10.67,20,4.08,30
5,1751,48.75,23,2.89,11.35,8.25,1.83,24,69.17,16,1.17,1.29,3.28,47.5,4.53,7,45,11.33,24,4,30.83
6,1751,50,24,3.1,11.71,9,1.67,24,75,17,1,1.21,3.25,50,5,6,47.5,11,24,3.94,30
7,1751,53.33,23.33,3.17,13,8.67,1.8,20,76.67,18,1,1.17,3.25,50,4.5,6.33,43.67,10.67,25,4.49,30
8,1751,57.08,21.8,3.08,13.05,8.4,1.75,21.33,78.33,16.5,1.27,1.35,3.19,50.5,4.25,6.54,42.08,11.67,26.67,4.2,30
9,1751,57.5,22,3.17,13.25,8,1.75,24,75,16.5,1.21,1.33,3.17,60,4.25,6,45,11,30,4.17,30
10,1751,43.75,23,2.75,12.5,8,1.75,20,70,18,1.25,1.33,3.21,55,4.38,6.13,43.75,10.5,30,4.38,30
11,1751,45,24,2,12.5,8,1.88,24,68.75,17.33,1.21,1.34,3.25,50,4.5,6,45,10,30,4.63,30
12,1751,45,24,2.5,12,7,2,24,67.5,16.67,1.17,1.36,3.33,50,4.5,6,45,10,30,4.67,30
1,1752,47.5,23,2.5,12,7.5,1.92,24,68.75,16,1.13,1.37,3.29,48.75,4.13,6,46.25,10,28,4.5,30
2,1752,50,22,2.5,12,8,1.83,24,70,15.33,1.08,1.39,3.25,47.5,3.75,6,47.5,10,26,4.33,30
3,1752,50,22,2.08,12,8,1.83,24,70,14.67,1.04,1.4,3.25,47.5,3.75,6,47.5,10,26,4.33,30
4,1752,51.25,21.7,2.1,12,8.26,1.93,23.5,71.5,14,1,1.42,3.23,45,3.72,6.16,43.4,10,25.2,4.38,30.5
5,1752,57.5,21.9,2.47,12.85,8.2,2.03,23,74.17,14,0.92,1.17,3.25,46.4,3.8,6.08,46.25,10,29.75,4.31,30.75
6,1752,49.17,21.67,2.33,13.75,8.17,2,21.33,74.17,14.67,0.83,1.33,3.36,52.5,4.25,6.17,46.67,10,28.33,4.58,30
7,1752,52.5,22,2.75,14,8,2,18,80,16,0.92,1.33,3.25,50,3.5,7,47.5,10,28,4.67,30
8,1752,53.75,21.88,2.5,13.94,8,1.97,17.25,77.5,16.5,1,1.33,3.17,56.67,3.91,6.75,46.88,10,25,4.02,30
9,1752,52.5,21.33,2.58,14.17,8,1.89,17.33,75,18.67,1.25,1.5,3.17,65,4.28,7,46.67,10,25.33,4.25,30
10,1752,50.42,21.5,2.74,13.7,8,1.92,14.8,73.33,18,1.89,2.06,3.13,57.5,4.95,7,47.42,10,22.83,4.36,30
11,1752,47.5,22.25,3.17,13.5,8,1.92,15.5,68.75,18,2,2,3.17,62.5,5.13,7.06,50,11,25,4.38,30
12,1752,50,22,3,13.67,8,2,18,65,20,2,2,3.17,60,6,8,60,10,15,4.5,30
1,1753,50,22,3,11.63,8,2,18,65,20,2,2,3.17,60,6,8,60,10,15,4.25,30
2,1753,47.5,21.5,3.04,12,8,2,18,62.5,20,1.63,1.83,3.17,56,5.25,8.13,53.75,10.5,17.5,4.25,30.5
3,1753,45,21,3.08,12,8,2,18,60,20,1.25,1.67,3.17,52,4.5,8.25,47.5,11,20,4.25,31
4,1753,47.5,21.5,3.08,12,8,2,17,61.25,20,1.25,1.67,3.17,51,4.5,7.63,50,10.5,20,4.25,30.5
5,1753,47,20.67,2.86,12.17,8.33,2,16.33,61.67,27.5,1.17,2,3.19,54.17,4.38,8,50.67,10,24,4.39,31
6,1753,50,22,2.8,12.58,8,2.17,14,62.5,24,1.17,2,3.51,60,4.83,8.25,52.5,9.83,19.33,4.58,32
7,1753,45,22,2.86,13.5,8,2.08,13,65.83,23.67,1.33,1.83,3.11,62.5,5.21,9.17,52.5,9.33,18.67,4.67,32
8,1753,45,21.9,2.87,13.65,7.9,2.1,14.4,66.5,23,1.33,1.83,2.93,64,5.13,9.45,51.5,8.5,18.4,4.68,32.4
9,1753,45,21.38,2.85,14.16,7.83,2,15.25,64.63,22,1.33,1.78,2.9,59.88,5.39,8.44,49.5,9.5,19.25,4.55,30.5
10,1753,45,22,2.99,14.13,8,2,15.67,66.67,17,1.5,1.94,2.88,56.17,5.66,8.85,51.25,9,17,4.79,31
11,1753,39.38,21.25,3,13,8,2,15,61.88,18.5,1.67,2,2.86,56.67,5.5,8.25,51.25,9,17.33,4.79,30
12,1753,42,21,2.5,12.75,8,2,18,60,16,1.5,1.67,2.92,50,4.5,7.5,50,10,18,4.33,27.5
1,1754,42,21,3,13.5,8,2,18,60,15,1.5,1.67,2.92,50,4.5,7.5,50,10,18,4.33,27.5
